moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path;occurrences;modules
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-barbed.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.o6QmvrgTOMjEgr4u;actors.41.items.5;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.lsu4VJ2qOc3iu0mw;actors.46.items.4;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;1handed;other;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.pUGq6fADvzrY9Gbx;actors.66.items.4;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;other;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.FyUM7rCmkpWCflmm;items.460;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Composite Bow;weapon;25 thaler;1;ranged;other;icons/weapons/bows/bow-recurve-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.mJak8B2V6qRxbXmc;items.297;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Crossbow;weapon;;1;ranged;active;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.krvWgL72sYo1I9AJ;actors.17.items.7;4;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Crossbow;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.GF1peojzpNxXbH3g;actors.32.items.0;7;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Crow’s Beak;weapon;;1;1handed;other;icons/weapons/hammers/hammer-war-spiked.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.PE90UeGnDamLvJZV;items.620;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Crowbar;weapon;;1;1handed;active;icons/skills/melee/sword-damaged-bent.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.qVSuVoKMmeXpi4S9;actors.3.items.3;1;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Curved Bone Sword;weapon;;1;unarmed;active;icons/commodities/bones/bone-spine-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.zG7KTco7oOO3Zg7q;actors.53.items.5;1;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Dagger;weapon;;1;short;active;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.X4I5ZXcazixUoehv;actors.11.items.13;7;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.YaD8vcVORruGZvSv;actors.49.items.5;13;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Dead Touch (Ignores Armor);weapon;;1;unarmed;active;icons/magic/death/hand-withered-gray.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.rFf5soCYUzZqdll8;actors.12.items.5;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Double Axe;weapon;;1;heavy;active;icons/weapons/axes/axe-double-engraved-runes.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.VIdjJiPIInat3MQq;actors.48.items.3;2;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Double Axe;weapon;;1;heavy;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-gmg.symbaroum-gmg.os7wBafahbJTtlkh;actors.6.items.14;1;Symbaroum Game Master's Guide
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Double-axe;weapon;;1;heavy;other;icons/weapons/axes/axe-double-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.kIUZVcKG09q5swg4;items.622;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Drowning;weapon;;1;unarmed;active;icons/magic/water/waves-water-blue.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.zFkFkdGzdRZPHCWS;actors.51.items.5;1;Symbaroum Monster Codex
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Elven Throwing Axe;weapon;;6;thrown;active;icons/weapons/axes/axe-tomahawk-jagged.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.i93JiTSR8nvpHXgt;actors.28.items.9;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Estoc;weapon;25 thaler;1;1handed;other;icons/skills/melee/strike-sword-slashing-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.sphBWYarcCvfLhME;items.298;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Executioner’s Sword;weapon;;1;heavy;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.nquO1S3C4vwXvxLz;actors.60.items.7;1;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Executioner’s Sword;weapon;50 thaler;1;heavy;active;icons/weapons/swords/greatsword-crossguard-steel.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.Zq9iiDtueo0cf76v;actors.68.items.12;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Executioner’s Sword;weapon;50 thaler;1;heavy;other;icons/weapons/swords/greatsword-crossguard-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.qsP2vNKQEIi0IPYN;items.299;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Executioners Axe;weapon;;1;heavy;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.zmK49ECGSdJIDLGq;actors.61.items.7;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Fangs;weapon;;1;unarmed;active;icons/creatures/abilities/fangs-teeth-bite.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.q6tKt0xe12vWX3O6;actors.35.items.3;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Fencing Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-worn-brown.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.Qr2y1Ht6PxL6VTiu;actors.15.items.5;7;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Fencing Sword;weapon;;1;1handed;other;icons/weapons/swords/sword-guard-worn-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.mDVJnGqtl0gDWVNg;actors.40.items.4;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Fists;weapon;;1;unarmed;active;icons/equipment/hand/gauntlet-simple-leather-brown-gold.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.8fABIeRuEdhoMzot;actors.19.items.6;3;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Fists and Bottles;weapon;;1;unarmed;active;icons/equipment/hand/gauntlet-simple-leather-brown-gold.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.6Og9vTXPN8zqzFgF;actors.13.items.7;1;Symbaroum Monster Codex
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Flail;weapon;;1;1handed;active;icons/weapons/maces/flail-triple-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.eWQ8H6ZK1pKBZJQO;actors.70.items.12;2;"Symbaroum Adventure Collection, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Flail;weapon;;1;1handed;other;icons/weapons/maces/flail-triple-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.56NT9GO8UmMp3KWY;items.624;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Flail of Light;weapon;;1;1handed;active;icons/weapons/maces/flail-triple-grey.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.KetuKAnL0rb4DbWH;actors.14.items.0;2;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook"
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Flaying Branches;weapon;;1;unarmed;active;systems/symbaroum/asset/image/powers/entanglingvines.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.RLpxxl16uQ0TqKKa;actors.109.items.5;1;Symbaroum Monster Codex
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Ghost Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-talons-glowing-orange.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.Ne7dpHUzpQXLBFMM;actors.1.items.8;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Girakosh's Steel Circle;weapon;;1;ranged;other;icons/magic/defensive/armor-shield-barrier-steel.webp;Compendium.symbaroum-gmg.symbaroum-gmg.q4teNj0ZJliRWchW;items.2;1;Symbaroum Game Master's Guide
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Glowing Sword;weapon;;1;short;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.O614Za4rXcHE90Dm;actors.12.items.2;2;Symbaroum Adventure Collection
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Gnarled Branches;weapon;;1;unarmed;active;systems/symbaroum/asset/image/powers/entanglingvines.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.D2bMJA8Kzi2K6QHC;actors.80.items.9;2;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Gnawing mandibles;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.5x8J4v7235oETIzo;actors.86.items.5;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Grappling Axe;weapon;50 thaler;1;heavy;other;icons/weapons/axes/axe-tomahawk-jagged.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.XMaI7VTlVnoWtGrc;items.300;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Grappling Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.JoC8nplcEUPC0N5W;actors.134.items.7;1;Symbaroum Monster Codex
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Hagmandara's Bow of Vengance;weapon;;1;ranged;other;icons/weapons/bows/shortbow-leaves-green.webp;Compendium.symbaroum-gmg.symbaroum-gmg.OqFriGY4xaJCjmYY;items.28;1;Symbaroum Game Master's Guide
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Halberd;weapon;;1;long;other;icons/weapons/polearms/halberd-crescent-small-spiked.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Ahy0g1o7PRaj7aXQ;items.625;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Halberd;weapon;;1;long;active;icons/weapons/polearms/halberd-crescent-small-spiked.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.aHSbhix9HTV5KJSV;actors.33.items.6;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hammer Fists;weapon;;1;unarmed;active;icons/equipment/hand/gauntlet-armored-heavy-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.cwEUwMBob37PfsT5;actors.43.items.5;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Head butt;weapon;;1;unarmed;active;modules/symbaroum-monstercodex/images/icons/boar-tusks.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.aVgnle2K10vbGBBM;actors.122.items.8;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Heavy flail;weapon;;1;heavy;other;icons/weapons/maces/flail-studded-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.zY1H921k6ZBBfWfr;items.626;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Heavy Flail;weapon;50 thaler;1;heavy;other;icons/weapons/maces/flail-studded-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.iNyfbwSwmFkHA7Zw;items.301;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Heavy Sword;weapon;;1;heavy;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.gpsvkN50X6ThEc6b;actors.21.items.5;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Heavy weapon;weapon;;1;heavy;active;icons/weapons/hammers/hammer-double-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ss4zOU8v9rmJMxi9;actors.40.items.6;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Heavy weapon;weapon;;1;heavy;other;icons/weapons/hammers/hammer-double-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.gx54LbJsZotM4Zjj;items.627;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Heavy Weapon (ignores Armor);weapon;;1;heavy;active;icons/weapons/hammers/hammer-double-steel.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.yx53jv18uRTFaJ0o;actors.6.items.5;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Hoofs;weapon;;1;unarmed;active;modules/symbaroum-monstercodex/images/icons/hoof.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.ngNPyUW2WM76I53H;actors.52.items.6;3;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Horns;weapon;;1;unarmed;active;modules/symbaroum-monstercodex/images/icons/boar-tusks.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.55kQq6T5yzaDadAg;actors.102.items.6;3;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Horror Slash;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.ppKlu22Wv0ZR4vUy;actors.59.items.7;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Horseman’s Bow;weapon;50 thaler;1;1handed;other;icons/weapons/bows/longbow-leather-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.UL9hwMy9EI18vCdo;items.302;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Ice Nails;weapon;;1;unarmed;active;icons/creatures/claws/claw-talons-glowing-orange.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.6OH1MqDilfux2fik;actors.129.items.4;1;Symbaroum Monster Codex
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Iloona's Mirror Shield;weapon;;1;shield;other;icons/equipment/shield/heater-embossed-gold.webp;Compendium.symbaroum-gmg.symbaroum-gmg.NRri0uwGBn9LZNXY;items.29;1;Symbaroum Game Master's Guide
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Karitian Battle claw;weapon;;1;unarmed;active;icons/weapons/fist/claw-straight-gold.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.fH8IGPcXLiZxoXXA;actors.24.items.8;2;Symbaroum Adventure Collection
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Knife;weapon;;1;short;active;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.LVrqmv54YKFhFcQp;actors.88.items.1;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lance (on Horse);weapon;15 thaler;1;1handed;other;icons/weapons/polearms/spear-flared-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.znXEWwp6vlfTGubn;items.303;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Lance (on Horse);weapon;15 thaler;1;1handed;active;icons/weapons/polearms/spear-flared-blue.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.g16dgZwtp09eK1mk;actors.20.items.12;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lance (two-handed);weapon;15 thaler;1;long;other;icons/weapons/polearms/spear-flared-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ecoIFYt6rPV7fwMS;items.304;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Life-consuming Kiss;weapon;;1;unarmed;active;icons/magic/death/mouth-teeth-fangs-vampire.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Pp0eMi78JsVxEXM1;actors.42.items.6;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Long Weapon;weapon;;1;long;other;icons/weapons/polearms/spear-hooked-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Nys4C4kv7ydREFWs;items.628;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Long-hammer (single handed);weapon;50 thaler;1;1handed;other;icons/weapons/hammers/hammer-war-rounding.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.OZPLEsqZm4DdiCqe;items.305;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Long-hammer (two-handed);weapon;50 thaler;1;heavy;active;icons/weapons/hammers/hammer-war-rounding.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.BBKxeXH0TVjeAbgo;actors.31.items.5;2;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Long-hammer (two-handed);weapon;50 thaler;1;heavy;other;icons/weapons/hammers/hammer-war-rounding.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Cvc8Sfh1lJz2NY7S;items.306;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Long-Whip;weapon;10 thaler;1;1handed;active;icons/weapons/misc/whip-red-yellow.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.dpMM4pfGhzDRnknj;actors.70.items.13;3;"Symbaroum Adventure Collection, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Long-Whip;weapon;10 thaler;1;1handed;other;icons/weapons/misc/whip-red-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GjIdXfDqsjQQ8Gb3;items.307;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Longbow;weapon;;1;ranged;active;icons/weapons/bows/longbow-leather-green.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.J7xn7XgIzYizL2f3;actors.27.items.7;6;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Longbow;weapon;;1;ranged;other;icons/weapons/bows/longbow-leather-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.jnBc6K1OdI3sWTcg;items.629;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Mandibles;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.3iQprdKikUdAXYBC;actors.94.items.6;1;Symbaroum Monster Codex
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Master Crafted Bastard Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.ZR9YR6uPHfa5M3ox;actors.22.items.6;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Master Crafted Bastard Sword;weapon;;1;heavy;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.6CCIsvcU2f5fjzgQ;actors.66.items.8;1;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Master Crafted Fencing Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-worn-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.YwqMj9IXsEO41pJB;actors.69.items.5;1;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Master Crafted Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.vaoTNRPi25jqLtbl;actors.65.items.13;1;Symbaroum Adventure Collection
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Mastercrafted Dagger;weapon;;1;short;active;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.d4D9uVc4zdUt2YUb;actors.9.items.11;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Mastercrafted Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.8qjJe5OawxCbPn7S;actors.14.items.10;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Missile Battery;weapon;200 thaler +50 per charge;1;1handed;other;icons/skills/ranged/arrows-flying-salvo-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.l81sBzwy9laFDGWK;items.308;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Mycelial threads (piercing 4);weapon;;1;unarmed;active;modules/symbaroum-monstercodex/images/icons/boar-tusks.svg;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.gZ548xLP4y15xnVc;actors.110.items.6;1;Symbaroum Monster Codex
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Nagmira's Thunder Hammer;weapon;;1;heavy;other;icons/weapons/hammers/hammer-double-glowing-yellow.webp;Compendium.symbaroum-gmg.symbaroum-gmg.hnEDO2PvS8MZTv5z;items.30;1;Symbaroum Game Master's Guide
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Oozing Double-axe;weapon;;1;heavy;active;icons/weapons/axes/axe-double-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.LGWOqZaPSxw6D7PK;actors.39.items.3;1;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Parrying Dagger;weapon;;1;short;active;icons/weapons/daggers/dagger-straight-blue.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.hjdW9SWLRi0bfUKZ;actors.44.items.7;3;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Parrying Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-straight-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.1feDViTmpoBFOhuP;items.630;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Paws;weapon;;1;unarmed;active;icons/creatures/claws/claw-bear-paw-swipe-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.DdviOvbDbqBHZv8i;actors.112.items.5;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Pike;weapon;;1;long;other;icons/weapons/polearms/pike-flared-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.eSK7RcKvxgxx9DU2;items.631;1;Symbaroum Core Rulebook
